customer_id,activity_level,days_since_last_purchase,tx_count_30d,tx_count_60d,tx_count_90d,num_unique_products,avg_days_between_tx,avg_monthly_txns,target
9578191,2,5.0,2,2,30,15.0,1.2657091561938958,22.239938307772654,6
9751306,2,3.0,7,21,31,13.0,1.0714285714285714,26.29073420651462,28
5109613,2,0.0,75,130,151,18.0,1.0729166666666667,24.680511659113485,25
8974072,2,13.0,8,25,112,21.0,1.7241379310344827,16.64721954773092,53
3896635,2,22.0,17,42,44,11.0,1.7279792746113989,16.24470428497028,56
1357362,2,0.0,192,269,269,18.0,1.4673629242819843,19.53363759736614,15
4756752,2,8.0,16,40,96,20.0,1.3739837398373984,20.12682870194723,32
7790718,2,20.0,67,83,83,16.0,1.1356521739130434,23.900079588581544,0
1040842,2,72.0,0,0,11,18.0,1.1603053435114503,23.575742217007605,22
1932038,2,48.0,0,38,80,17.0,1.123827392120075,24.53811631129652,30
7717809,2,0.0,106,253,253,13.0,0.9681978798586572,28.887454374132883,20
4834902,1,6.0,2,31,41,21.0,4.577464788732394,6.447301516213679,282
8624359,2,89.0,0,0,3,19.0,1.1900191938579654,23.906862669411467,23
1961565,2,14.0,2,27,28,11.0,1.1896551724137931,22.947912561622783,32
6995951,2,41.0,0,141,219,15.0,0.7749510763209393,35.24519843610054,17
1815058,1,68.0,0,0,3,17.0,1.8096590909090908,15.392641461255673,57
5821932,2,2.0,1,1,6,6.0,1.548165137614679,17.752461454195796,0
8517552,1,49.0,0,13,22,22.0,1.6940509915014164,16.978742399590942,15
2339767,2,0.0,13,30,45,13.0,1.4301801801801801,17.996774371399802,21
8990969,2,28.0,2,113,122,19.0,1.3593429158110883,20.485439556270546,1
4813271,2,237.0,0,0,0,14.0,0.7888307155322862,36.72455156083875,0
1747128,2,189.0,0,0,0,13.0,1.08,25.413410612078632,8
5049868,2,33.0,0,17,21,23.0,1.205128205128205,21.159132606495326,15
5073416,2,0.0,8,23,25,14.0,1.5644028103044496,17.140701468733646,22
4859559,1,0.0,40,83,94,14.0,2.281021897810219,11.813171219634345,59
2981538,2,1.0,26,65,65,18.0,1.5763097949886105,17.54567940618748,58
5051287,2,0.0,7,8,8,14.0,1.3455598455598456,21.191533064084865,16
1566871,2,2.0,29,43,76,19.0,1.5208333333333333,17.94095599787614,30
1919793,2,9.0,23,36,64,21.0,1.5333333333333334,17.39744426720657,17
7074957,2,0.0,35,83,126,15.0,1.6119402985074627,16.938772932635427,39
7386789,1,2.0,9,13,54,10.0,1.989795918367347,13.742044756345335,41
2801980,2,1.0,13,92,112,14.0,1.8125,14.945789028532232,55
3188310,2,155.0,0,0,0,13.0,1.0374220374220373,26.55976150411744,13
2350017,2,149.0,0,0,0,16.0,1.0472589792060492,27.08146690039387,0
5128760,2,10.0,12,60,77,17.0,1.3623762376237625,20.58894459666818,17
5659335,2,14.0,24,77,86,21.0,1.3385518590998042,20.871391945679544,13
5286111,2,1.0,18,40,56,19.0,1.6208530805687205,16.757971405352208,36
6306698,2,8.0,18,18,27,20.0,1.1507936507936507,23.238333361000016,23
2315120,2,135.0,0,0,0,12.0,1.0209205020920502,28.156891028476362,7
9993221,2,111.0,0,0,0,17.0,0.5934489402697495,44.36258870704601,7
9987263,2,23.0,7,7,7,16.0,1.6804123711340206,16.737560685636446,37
1006880,1,2.0,5,13,17,17.0,2.2688524590163937,12.439098106149023,9
9604230,2,0.0,42,73,74,17.0,1.0046838407494145,26.598786875340274,44
5166119,2,9.0,2,12,18,16.0,1.3011583011583012,20.93155430326206,1
1767116,2,8.0,17,17,17,20.0,1.1370656370656371,25.285627832429874,0
1656780,2,65.0,0,0,7,11.0,1.101511879049676,24.1607795671403,7
7214115,2,199.0,0,0,0,16.0,0.9244186046511628,29.413405033667054,0
7432149,2,45.0,0,17,41,22.0,1.2485436893203883,21.84351897534585,0
8196085,1,3.0,30,76,82,21.0,2.081081081081081,13.537453797386195,42
8964562,2,7.0,6,14,28,24.0,1.4923747276688453,18.985555252999294,44
6168007,1,7.0,8,27,33,8.0,1.46875,17.998535206332054,96
4569642,2,5.0,4,12,20,12.0,1.517401392111369,17.489420742258073,2
3721624,2,1.0,31,36,48,17.0,1.5125284738041003,17.788947617763622,22
5027910,1,7.0,143,211,240,14.0,0.3,79.47730632513614,229
2208411,2,7.0,2,7,8,21.0,1.8098958333333333,15.715551736306644,99
9815409,2,0.0,27,37,39,14.0,1.3491735537190082,19.61954530060376,13
9572497,2,2.0,61,149,149,20.0,0.7405405405405405,35.00175866919388,61
6332811,2,0.0,38,50,50,21.0,1.6226851851851851,17.351660498465943,41
6694632,2,66.0,0,0,1,13.0,1.5896103896103897,16.728432563743826,19
2831084,2,6.0,1,6,10,14.0,1.390295358649789,19.345899167109224,5
8407573,2,7.0,11,30,71,20.0,1.6298850574712644,17.59055368339774,34
8256374,2,56.0,0,2,2,17.0,1.2515090543259557,22.364346511739747,0
5545327,2,7.0,31,133,153,17.0,1.6864197530864198,17.19188206840964,90
1122359,2,0.0,13,24,24,14.0,1.897018970189702,14.635524847672242,33
8980023,2,93.0,0,0,0,24.0,1.1693877551020408,23.529891327881572,0
6533371,1,0.0,1,24,36,11.0,2.6050724637681157,10.968584092264095,25
8667290,2,21.0,72,177,195,7.0,0.9927360774818402,27.25507551585434,8
9597987,1,0.0,11,24,37,18.0,2.8608247422680413,9.79590338273027,51
9076688,2,7.0,13,52,91,18.0,1.4132762312633833,19.88404214740483,7
7046846,2,8.0,12,14,24,14.0,1.8405405405405406,15.028134275551983,32
9763081,1,0.0,3,8,34,18.0,2.331103678929766,11.922479639416558,42
5212525,2,6.0,13,17,17,18.0,1.729113924050633,16.09670712955261,17
6688388,1,2.0,34,59,59,3.0,2.3074324324324325,12.004726102467336,29
1739145,2,238.0,0,0,0,20.0,1.04,26.209147693825127,15
9065746,1,9.0,11,19,49,17.0,0.44776119402985076,59.945917001991546,35
5454813,2,538.0,0,0,0,24.0,0.3276955602536998,72.19080648242665,0
7184601,2,63.0,0,0,20,9.0,1.5807291666666667,17.38540994717735,44
4087858,1,139.0,0,0,0,17.0,1.9078014184397163,14.539886857407067,59
1358340,2,0.0,9,13,28,10.0,1.8736559139784945,14.980101313789485,33
4849811,1,0.0,45,45,50,14.0,2.6590038314176243,10.781691755318104,10
9353281,2,7.0,1,20,33,15.0,1.874659400544959,15.041880322597915,41
4635706,1,0.0,49,138,146,12.0,2.108974358974359,13.618225908289647,48
8827094,1,3.0,2,108,123,11.0,1.9259259259259258,15.130021042283833,169
1441177,1,49.0,0,4,68,13.0,2.5632183908045976,11.36806201933228,165
4376952,2,364.0,0,0,0,16.0,0.5630434782608695,39.97750794914066,0
9955498,1,65.0,0,0,83,16.0,1.8955223880597014,14.996173011040673,36
8876500,2,48.0,0,9,9,10.0,1.6373056994818653,17.599892311560755,7
6648127,1,469.0,0,0,0,16.0,0.5015105740181269,54.72165604140353,61
3542013,1,1.0,20,24,48,16.0,2.4356846473029043,11.84645592697665,89
7764473,2,120.0,0,0,0,16.0,1.2672605790645879,21.63920708712344,4
6139629,2,7.0,6,15,18,23.0,1.6911764705882353,16.336524054420998,2
7215877,1,1.0,13,15,18,20.0,2.0028735632183907,14.095528368220581,40
5380606,2,2.0,28,31,40,14.0,1.6297229219143576,17.75057381695502,20
4233997,1,0.0,21,45,47,14.0,3.4876847290640396,8.247254979723948,90
5240411,2,9.0,43,66,80,15.0,1.6997455470737914,15.80141832095172,32
5638310,1,13.0,10,10,24,8.0,1.990990990990991,14.480815275997942,33
1181986,2,15.0,4,6,6,18.0,1.796195652173913,15.656278499365495,6
3991040,1,0.0,79,118,118,19.0,0.5775075987841946,47.33476193086188,26
8247935,1,12.0,10,87,212,11.0,0.1990521327014218,122.28803117511596,82
3185233,1,21.0,11,31,51,16.0,2.3205574912891986,11.957696156035567,51
2764434,2,16.0,8,21,24,11.0,1.5119047619047619,18.249447374623305,1
7898090,1,6.0,6,17,73,15.0,1.5555555555555556,18.03048087051205,45
4604981,1,13.0,12,23,30,8.0,2.1699346405228757,12.54733707167544,16
7951593,1,28.0,8,28,42,7.0,1.9857142857142858,14.499622163163007,13
7582586,2,20.0,1,2,27,20.0,1.6482412060301508,17.236378003768245,2
6137161,2,7.0,3,26,32,23.0,1.6265060240963856,17.962555966011497,4
1799192,2,62.0,0,0,32,11.0,1.5186046511627906,18.874795378952918,0
8075707,1,9.0,21,52,66,22.0,2.0572289156626504,13.628276545186726,18
5587256,2,1.0,10,19,29,22.0,1.7345360824742269,16.031906793349822,10
9937463,2,6.0,9,42,63,20.0,1.6210526315789473,16.808800383265634,18
6745258,2,6.0,70,90,92,11.0,1.7609254498714653,15.902407194603835,3
1682820,2,13.0,3,3,3,12.0,1.951219512195122,14.893424738110115,8
7819951,1,1.0,3,3,3,23.0,2.005763688760807,13.919167354549643,20
9467964,2,48.0,0,25,25,16.0,1.289617486338798,21.586241164663875,15
1017349,2,42.0,0,2,2,19.0,1.5906862745098038,17.689017005429008,8
6062956,1,7.0,2,7,15,14.0,2.3541666666666665,11.673059646179228,56
8229843,2,173.0,0,0,0,11.0,1.2729468599033817,22.672675871985152,0
7322972,2,33.0,0,36,161,16.0,1.8156424581005586,16.017625857958375,17
8280665,2,15.0,1,1,7,16.0,1.8276762402088773,15.835582793462452,1
8428945,2,215.0,0,0,0,19.0,1.3703703703703705,20.97788114227039,6
2824711,1,42.0,0,7,26,13.0,2.0719178082191783,13.08134509388965,21
5087037,2,86.0,0,0,4,17.0,1.4509803921568627,18.883612216592084,0
5226107,2,474.0,0,0,0,19.0,0.41277641277641275,52.77725696605151,1
9823407,1,0.0,49,50,53,14.0,2.7099236641221376,10.51451048765707,18
2355621,1,14.0,11,11,24,15.0,2.044776119402985,13.744295665967519,8
6382534,1,0.0,11,58,88,3.0,2.198697068403909,12.71472278037855,25
7207978,1,15.0,4,25,46,10.0,1.5044247787610618,17.011266996647795,52
8302040,1,0.0,15,15,15,16.0,3.0657894736842106,9.541852590756507,18
4007037,1,27.0,1,12,13,18.0,2.1237785016286646,13.047784153113383,5
2340175,1,99.0,0,0,0,11.0,1.6723646723646723,16.247992117249183,11
3618823,2,0.0,7,7,17,14.0,1.8394736842105264,15.378787118864512,19
6522609,1,0.0,8,8,8,10.0,2.076687116564417,13.66919719618256,18
1689543,1,0.0,10,24,37,12.0,2.908695652173913,9.82243722997869,45
2210573,1,0.0,43,59,76,17.0,2.0375,13.534192071860677,48
2505881,1,58.0,0,4,57,18.0,2.0574324324324325,13.829414500808905,90
3990426,2,197.0,0,0,0,17.0,1.1776649746192893,22.958282338666425,0
3498179,1,6.0,71,141,166,12.0,0.4463276836158192,50.40227325264102,31
2999372,1,6.0,1,12,17,15.0,4.457516339869281,6.448522220273289,11
1905713,1,34.0,0,4,6,13.0,2.4233870967741935,12.078840803573046,35
4300308,1,0.0,114,114,139,11.0,2.978723404255319,9.613393824284437,12
3850693,1,8.0,11,16,29,28.0,1.9970149253731344,13.640025919833132,26
4943152,1,1.0,1,9,9,19.0,2.06006006006006,13.36374103762308,4
9182902,1,82.0,0,0,11,9.0,1.901449275362319,15.402422159516325,20
8333296,1,0.0,2,5,5,6.0,6.575342465753424,4.535385372051636,164
3401194,1,2.0,17,23,69,16.0,1.6697247706422018,16.378846339548712,45
8150419,1,2.0,2,2,2,13.0,1.591549295774648,16.88633396532655,2
5637885,1,0.0,13,36,74,16.0,2.180064308681672,12.850480090624028,68
3523379,2,48.0,0,7,24,17.0,1.7452054794520548,15.819884354519536,24
2033766,2,77.0,0,0,10,14.0,1.685483870967742,16.47928117354249,7
4234839,1,19.0,12,12,12,15.0,2.234527687296417,12.76239809492767,2
9971759,1,43.0,0,1,4,14.0,2.8354430379746836,10.084854862313534,67
8528382,1,64.0,0,0,17,14.0,1.7573099415204678,16.45978272019305,0
1979368,1,42.0,0,6,6,17.0,3.3402061855670104,8.714464817340623,7
7880995,1,12.0,12,23,37,13.0,2.0209580838323356,13.67221827773193,5
9154558,2,12.0,5,46,67,16.0,1.8677248677248677,15.281626319313116,0
2741531,2,7.0,14,20,20,17.0,1.5833333333333333,17.724491138138987,0
2318820,1,10.0,6,119,144,21.0,1.7415384615384615,16.263835823762,17
9933356,1,0.0,31,42,42,19.0,2.200636942675159,12.751130026755613,62
8252782,1,78.0,0,0,4,23.0,1.5902578796561604,17.21964045808459,0
3884227,1,26.0,7,25,30,16.0,3.004878048780488,9.493518054681282,5
2113195,1,7.0,2,54,54,8.0,2.201923076923077,12.643174589600948,17
3106771,1,180.0,0,0,0,11.0,2.4682926829268292,11.6837378909295,2
9538944,1,0.0,44,97,117,17.0,2.1032258064516127,12.585625867189181,33
8327137,2,295.0,0,0,0,19.0,1.1355013550135502,24.054183704174164,0
7562679,1,23.0,4,6,24,12.0,3.2452830188679247,8.822478144030603,66
5174968,1,6.0,1,1,4,17.0,2.0417910447761196,13.569748159100287,3
7011835,2,303.0,0,0,0,12.0,0.35342465753424657,66.01770173949579,0
5696898,2,0.0,86,116,197,17.0,1.3089887640449438,22.1746116554389,9
3124933,1,44.0,0,19,24,14.0,3.123809523809524,9.042075295327779,34
9195736,1,22.0,3,30,42,14.0,2.437062937062937,11.713142187608053,49
7286552,1,2.0,9,98,129,21.0,2.4186851211072664,11.67417394080269,45
5548257,2,357.0,0,0,0,10.0,1.0,28.807015443873052,0
7834605,1,6.0,10,10,12,16.0,2.8734177215189876,10.004784655079538,2
3915408,2,246.0,0,0,0,18.0,1.3038674033149171,21.67449679793781,0
6777306,1,18.0,6,14,23,14.0,2.630350194552529,10.681677275877847,65
7780387,1,58.0,0,7,47,19.0,2.593886462882096,10.847813338323721,43
1695706,1,23.0,8,13,28,13.0,1.6970588235294117,16.831599565500582,4
9600565,2,251.0,0,0,0,14.0,1.0476190476190477,26.390185907309803,0
9909788,1,13.0,55,72,136,7.0,0.9395604395604396,30.301815765150902,55
8438580,1,1.0,5,8,8,13.0,2.184375,13.227964117035391,8
5973754,1,15.0,1,6,10,16.0,2.482889733840304,11.346344377519893,22
3669288,1,547.0,0,0,0,15.0,0.423728813559322,58.968809135531274,0
5119561,1,258.0,0,0,0,14.0,0.025423728813559324,355.0,0
4492388,1,341.0,0,0,0,16.0,0.9546742209631728,27.764800805912124,0
9639989,1,26.0,1,1,24,13.0,2.3333333333333335,12.117610468518698,18
4641340,1,1.0,10,15,27,13.0,1.9644970414201184,14.255171998636868,5
1925126,1,8.0,15,49,72,19.0,2.199367088607595,12.798792615827331,27
5169428,1,31.0,0,62,148,20.0,0.7542857142857143,34.618635806554025,0
2849368,1,0.0,27,27,31,10.0,3.2883720930232556,8.749278037528708,39
1745724,1,13.0,26,84,88,7.0,0.9820359281437125,27.686435339649684,31
4514103,1,27.0,16,20,64,13.0,0.5768025078369906,47.60083356873682,29
2552513,1,6.0,11,30,44,14.0,3.013157894736842,9.23373324288504,10
4211198,1,2.0,4,11,26,16.0,3.7409326424870466,7.69816944349936,25
1778682,1,6.0,94,128,222,9.0,2.5852713178294575,11.478302162807026,7
2676859,1,7.0,3,5,13,21.0,3.3190476190476192,8.613136956582489,56
2126093,1,202.0,0,0,0,15.0,1.3698224852071006,20.23921825704753,4
7367558,1,0.0,12,15,27,10.0,2.353356890459364,12.299117359959741,37
1399059,1,22.0,13,13,13,7.0,2.6263736263736264,11.202572308012302,24
9443427,1,0.0,63,63,77,12.0,0.6973684210526315,36.07744986418378,33
1592924,1,0.0,41,90,101,15.0,1.047197640117994,24.157176721051353,4
1655238,1,63.0,0,0,5,16.0,1.910179640718563,14.95085295274689,0
5244807,1,42.0,0,5,21,17.0,2.4059040590405902,11.675999703423605,5
3410537,1,15.0,3,3,3,19.0,2.5159010600706715,11.466845870773035,33
7625417,1,13.0,3,21,21,13.0,3.2570093457943927,8.742183674490182,21
8320026,1,8.0,15,20,38,7.0,3.321243523316062,8.410743135700073,31
7564360,1,590.0,0,0,0,15.0,0.32344213649851633,63.03837914574267,0
9024939,1,7.0,12,14,16,14.0,2.5074626865671643,11.084841443755503,7
3542181,1,5.0,5,6,22,18.0,2.1746031746031744,13.278392087595272,0
3555411,1,148.0,0,0,0,8.0,1.6144200626959249,17.20261594952596,0
5619867,1,288.0,0,0,0,14.0,1.2574850299401197,22.17912008026874,0
7107013,1,1.0,13,51,51,12.0,0.690677966101695,36.17643709480787,2
3665927,1,303.0,0,0,0,15.0,1.2265861027190332,21.95051027704957,0
8829971,1,2.0,21,26,30,8.0,3.528205128205128,7.90871925952292,53
8335560,1,1.0,67,67,67,13.0,2.2533783783783785,13.006479289613756,14
9896604,1,49.0,0,2,2,13.0,2.4874551971326166,11.872918985110148,3
8966532,1,6.0,40,40,40,7.0,1.8695652173913044,15.657452066850569,5
1624400,1,1.0,5,6,6,21.0,2.900414937759336,9.732612316399942,27
7657532,1,6.0,11,14,17,12.0,2.486013986013986,11.48444639943894,27
3836700,1,426.0,0,0,0,12.0,0.7475083056478405,38.060622469884116,14
6752515,1,1.0,33,39,39,18.0,3.2418604651162792,9.012465996228883,12
6826108,1,0.0,24,29,79,20.0,2.1577181208053693,13.032493151623344,12
6186615,1,48.0,0,1,5,2.0,2.221122112211221,12.97180332333506,0
8909846,1,20.0,15,16,29,13.0,2.640926640926641,10.805029196857054,30
6633357,1,119.0,0,0,0,15.0,3.6467065868263475,7.872138108506357,0
3202372,1,0.0,16,24,35,17.0,2.2918032786885245,12.347262249439675,5
7662612,1,49.0,0,3,4,14.0,2.484978540772532,11.801565930529659,7
7037684,1,22.0,101,145,162,8.0,2.349673202614379,12.519328579608572,0
1296431,1,512.0,0,0,0,14.0,0.6728971962616822,39.27650423939345,0
5946378,1,431.0,0,0,0,14.0,0.917981072555205,29.360922989510026,0
1706958,1,85.0,0,0,18,14.0,1.9053030303030303,15.169616701210884,50
3789941,1,166.0,0,0,0,15.0,1.5667752442996743,17.233391290956586,7
2325635,1,14.0,10,86,154,19.0,0.42671009771986973,56.863286209721366,2
8625312,1,105.0,0,0,0,10.0,3.5233644859813085,8.37289694937236,164
4249992,1,132.0,0,0,0,12.0,1.7243589743589745,15.703043609074124,0
2104708,1,0.0,4,4,5,11.0,2.460431654676259,11.496991616544532,17
6429695,1,14.0,20,33,33,14.0,2.331103678929766,12.195798685766285,8
3246786,1,652.0,0,0,0,9.0,0.20257234726688103,120.12158663793366,0
9324768,1,286.0,0,0,0,14.0,2.8541666666666665,10.00404516829726,0
3850855,1,450.0,0,0,0,17.0,0.6051779935275081,44.88160671513738,0
3797222,1,1.0,3,18,18,12.0,3.215962441314554,8.652317615098632,36
1566813,1,0.0,21,22,23,13.0,2.756,10.263762665746937,13
6768759,1,51.0,0,7,8,14.0,3.11340206185567,9.343288567077202,33
3107076,1,176.0,0,0,0,14.0,1.7373737373737375,15.382605727993623,8
7999775,1,124.0,0,0,0,14.0,1.632867132867133,18.24228318382346,7
8499846,1,1.0,5,10,56,15.0,4.481012658227848,6.513240189815003,63
7868961,1,20.0,2,31,60,17.0,4.145348837209302,7.118690429472717,19
7835634,1,99.0,0,0,0,10.0,1.823920265780731,15.033622886450734,0
1359060,1,13.0,16,82,129,9.0,3.354609929078014,8.818820640661237,57
2190102,1,19.0,4,60,65,8.0,0.927536231884058,28.873501696684393,61
3147118,1,352.0,0,0,0,18.0,1.1111111111111112,26.44143446848064,0
8109494,1,6.0,1,4,15,7.0,2.5205992509363297,10.998049204572508,5
9715817,1,449.0,0,0,0,7.0,0.24573378839590443,106.02871727410982,0
6509327,1,27.0,1,1,1,15.0,2.454873646209386,11.567884604006926,8
9567470,1,72.0,0,0,5,14.0,2.4849624060150375,11.71223316464885,4
5603981,1,42.0,0,1,1,21.0,2.304659498207885,11.966043056033277,4
9845101,1,44.0,0,3,17,16.0,3.64021164021164,7.984112302094168,47
9746004,1,6.0,39,41,47,17.0,5.779661016949152,5.036676500948445,56
6278150,1,12.0,8,8,78,9.0,4.953020134228188,6.031816427395521,47
8916281,1,0.0,2,16,25,8.0,3.261904761904762,8.865630561087505,19
3483239,1,71.0,0,0,3,12.0,2.2602230483271377,12.701193139998335,1
6280064,1,9.0,1,24,71,12.0,0.9442379182156134,30.67978096021684,0
3245509,1,0.0,88,95,95,5.0,3.357142857142857,8.711505362984028,44
3335667,1,97.0,0,0,0,3.0,9.301587301587302,3.21567470087713,90
7431837,1,190.0,0,0,0,14.0,1.815884476534296,15.316493430622934,0
7942538,1,110.0,0,0,0,17.0,3.4074074074074074,8.560778695233418,30
8822897,1,1.0,41,45,45,7.0,2.6273062730627306,10.9297398099976,0
1066618,1,125.0,0,0,0,17.0,2.0674603174603177,13.554124858695218,12
7131162,1,9.0,6,6,6,16.0,2.5961538461538463,11.028012089988371,5
5284470,1,343.0,0,0,0,14.0,1.4333333333333333,20.297843895237133,0
2603525,1,280.0,0,0,0,13.0,2.1462264150943398,13.409140241487819,26
8733856,1,1.0,17,17,20,13.0,2.6338582677165356,10.855725051820972,0
3482861,1,19.0,5,19,19,20.0,2.75,10.646712129105255,4
4790821,1,8.0,21,31,31,14.0,1.3093220338983051,20.74673785321971,7
7139473,1,8.0,2,5,15,24.0,2.643410852713178,10.517826633203265,8
2984116,1,2.0,13,51,67,17.0,2.7590361445783134,10.562134982662679,11
9837592,1,16.0,1,6,40,2.0,3.994219653179191,7.259027823539021,39
5445652,1,166.0,0,0,0,4.0,2.1701244813278007,13.571937291829606,3
3279963,1,6.0,31,37,37,15.0,3.2585365853658534,8.879360805231673,5
6305852,1,5.0,38,38,57,18.0,1.1313868613138687,22.313273762435106,24
8649640,1,5.0,11,11,26,7.0,3.810810810810811,7.440291812837672,14
4698888,1,7.0,5,6,7,13.0,4.693333333333333,6.113192096426254,4
4485327,1,6.0,1,1,12,4.0,8.375,3.5550564561892624,41
9131181,1,34.0,0,16,26,16.0,2.6070038910505837,10.916911465132118,4
7047634,1,86.0,0,0,2,16.0,2.6074380165289255,11.199047351583317,1
4628788,1,0.0,3,3,36,8.0,5.905982905982906,5.007117747961373,21
5018473,1,218.0,0,0,0,15.0,1.5807692307692307,18.305243550100304,0
1334313,1,47.0,0,20,20,10.0,4.042944785276074,7.391331637701588,47
8863476,1,16.0,3,20,82,19.0,2.8553191489361702,10.07460222094197,0
2873718,1,22.0,9,9,9,17.0,3.864406779661017,7.506381707386954,13
1730865,1,91.0,0,0,0,23.0,2.581967213114754,11.257291885890629,15
2928768,1,41.0,0,12,14,12.0,2.712918660287081,10.463115793159957,12
5859415,1,10.0,7,28,32,14.0,3.0720720720720722,9.2284278152047,8
6140272,1,42.0,0,20,34,15.0,3.496774193548387,8.363846504490015,14
8497770,1,0.0,7,7,16,8.0,1.624113475177305,16.26024029987679,44
8362411,1,3.0,1,2,14,13.0,4.923076923076923,5.9059627838823925,35
1625205,1,5.0,15,35,57,9.0,2.3956834532374103,11.764432134885745,16
9561888,1,273.0,0,0,0,12.0,1.7865612648221343,16.08170541138803,0
2446556,1,37.0,0,189,196,4.0,2.8817733990147785,10.220353464461853,23
7580778,1,41.0,0,12,16,20.0,2.6653386454183265,10.698477486009565,0
5099351,1,8.0,4,25,27,9.0,3.7405405405405405,7.612193033095418,21
9130472,1,685.0,0,0,0,14.0,0.20634920634920634,115.48981272277489,0
2556952,1,6.0,5,5,29,8.0,1.3975155279503106,19.808792103674204,15
4850963,1,7.0,9,9,10,19.0,3.7606382978723403,7.7135241769825695,18
2022495,1,97.0,0,0,0,18.0,2.5107296137339055,11.406220185609133,0
8241949,1,0.0,5,10,12,13.0,3.675531914893617,7.962561259506643,39
7929345,1,13.0,9,23,42,13.0,0.9035532994923858,29.257304208311496,13
9706286,1,0.0,16,16,41,15.0,6.6923076923076925,4.4173089160616215,59
6429865,1,1.0,51,51,51,10.0,3.246376811594203,9.095063416558967,10
7117899,1,0.0,4,7,10,16.0,3.2149532710280373,8.540359377289992,16
7920219,1,2.0,29,35,52,9.0,2.3194444444444446,12.427427394290525,8
7575330,1,14.0,4,25,25,18.0,2.659751037344398,10.78623824199669,0
1350085,1,70.0,0,0,11,15.0,2.769607843137255,10.575659680336722,11
9260124,1,211.0,0,0,0,5.0,2.52,11.634283978679706,18
2143682,1,216.0,0,0,0,12.0,2.049586776859504,13.911704808594434,0
3923649,1,7.0,1,22,29,9.0,5.071428571428571,5.642847557129233,14
9605029,1,464.0,0,0,0,9.0,0.8091286307053942,33.84444386607333,1
9380156,1,27.0,1,6,21,13.0,2.8008658008658007,9.950985862001707,10
8642880,1,14.0,16,18,53,12.0,0.9842931937172775,28.229243099884943,43
3807742,1,426.0,0,0,0,17.0,1.2655601659751037,21.86380729316126,0
9976192,1,0.0,15,15,16,13.0,4.047297297297297,7.177961246247672,56
4108862,1,2.0,30,30,32,8.0,9.826086956521738,3.0618176792605984,9
3239073,1,2.0,30,44,46,17.0,4.0701754385964914,7.10786121259613,27
1225225,1,105.0,0,0,0,9.0,5.714285714285714,5.157776945233741,9
2434316,1,443.0,0,0,0,12.0,0.7945205479452054,32.74485460750607,18
3054410,1,33.0,0,3,3,14.0,2.8177966101694913,9.822417952567143,0
6908254,1,58.0,0,1,1,3.0,3.305699481865285,8.868234646177694,4
3345922,1,183.0,0,0,0,9.0,4.659574468085107,6.359121496566142,4
9737931,1,0.0,8,13,24,6.0,2.89247311827957,10.001276174136244,69
8697678,1,635.0,0,0,0,9.0,0.1650943396226415,169.87089358561843,0
2282933,1,62.0,0,0,30,7.0,2.9734513274336285,9.911385039378692,0
8221751,1,42.0,0,19,19,9.0,3.4245810055865924,8.699814998517967,2
1510371,1,175.0,0,0,0,11.0,2.3080357142857144,12.51764208400773,1
9819030,1,51.0,0,7,21,13.0,4.447368421052632,6.644351895692702,19
8653769,1,225.0,0,0,0,17.0,0.5260869565217391,53.206610798725926,0
4889568,1,25.0,3,3,38,15.0,1.3414634146341464,20.789023738772624,24
1714437,1,20.0,13,30,43,9.0,0.8415300546448088,33.009126052240305,23
5244095,1,12.0,4,4,4,11.0,18.425,1.6530923021005128,29
6894927,1,0.0,38,58,58,15.0,4.041176470588235,7.183790376481538,34
6640124,1,92.0,0,0,0,9.0,3.676470588235294,7.962606184861655,0
7586197,1,52.0,0,1,1,2.0,3.1020408163265305,9.627762976756259,26
8856808,1,48.0,0,1,1,6.0,4.121212121212121,7.020678051843647,25
4431629,1,278.0,0,0,0,19.0,1.8898678414096917,15.443105743989147,0
6192945,1,6.0,6,8,47,14.0,3.2660550458715596,9.011565538253864,9
7146813,1,15.0,11,11,11,11.0,3.071748878923767,9.618728867924077,0
6616643,1,99.0,0,0,0,15.0,3.5963855421686746,8.124095061690776,1
6105521,1,15.0,7,12,13,17.0,5.680327868852459,5.16796464242065,10
5884605,1,16.0,1,1,15,17.0,3.6178010471204187,7.77209083467689,5
9782315,1,22.0,8,14,21,16.0,4.841379310344828,5.96758542716284,29
8761242,1,10.0,3,6,10,18.0,4.1686046511627906,7.032134805775821,17
2547652,1,72.0,0,0,3,15.0,1.890625,14.93454070188115,24
4067788,1,356.0,0,0,0,17.0,1.4751131221719458,18.296646406499217,0
4331018,1,5.0,7,9,9,15.0,3.8967391304347827,7.439643885594283,4
4958645,1,42.0,0,13,13,17.0,3.4236453201970445,8.571349297813118,0
7038742,1,22.0,2,17,18,13.0,3.5743589743589745,8.114544260987733,3
3174034,1,35.0,0,1,2,13.0,4.092592592592593,7.2016350088696965,2
4784483,1,103.0,0,0,0,10.0,3.6272189349112427,8.070932762650298,26
4185746,1,7.0,18,20,21,13.0,5.029411764705882,5.815246116232102,75
1100437,1,21.0,7,20,24,9.0,3.2025316455696204,8.821676402510134,34
1773952,1,75.0,0,0,62,14.0,5.110236220472441,5.7740999068857475,0
2314210,1,47.0,0,6,7,14.0,4.226415094339623,6.840469057732504,8
9745794,1,2.0,2,7,20,13.0,4.223529411764706,6.896097294543608,18
